,日期,城市,新增确诊,新增治愈,新增死亡,累积确诊,累积治愈,累积死亡
2185,2020-02-02,山东,3,0,0,243,6,0
2186,2020-02-02,陕西,1,0,0,120,0,0
2187,2020-02-02,浙江,26,5,0,724,35,0
2188,2020-02-02,海南,1,0,0,69,4,1
2189,2020-02-02,内蒙古,1,0,0,34,1,0
2190,2020-02-02,新疆,2,0,0,23,0,0
2191,2020-02-02,重庆,1,2,0,296,5,2
2192,2020-02-02,江苏,4,0,0,263,7,0
2193,2020-02-02,安徽,0,1,0,401,6,0
2194,2020-02-02,湖北,1033,53,41,10783,261,350
2195,2020-02-02,陕西,8,0,0,128,0,0
2196,2020-02-02,北京,9,0,0,211,21,1
2197,2020-02-02,青海,3,0,0,13,0,0
2198,2020-02-02,云南,1,0,0,106,3,0
2199,2020-02-02,湖北,29,0,0,10812,261,350
2200,2020-02-02,湖北,50,0,0,10862,261,350
2201,2020-02-02,香港,1,0,0,15,0,0
2202,2020-02-02,湖南,3,3,0,483,14,0
2203,2020-02-02,湖南,0,1,0,483,15,0
2204,2020-02-02,湖北,107,0,0,10969,261,350
2205,2020-02-02,湖北,169,0,0,11138,261,350
2206,2020-02-02,河南,4,0,0,527,8,2
2207,2020-02-02,江西,7,0,0,386,18,0
2208,2020-02-02,河南,11,4,0,538,12,2
2209,2020-02-02,河北,4,0,0,113,3,1
2210,2020-02-02,江苏,1,0,0,264,7,0
2211,2020-02-02,安徽,7,0,0,408,6,0
2212,2020-02-02,江苏,6,0,0,270,7,0
2213,2020-02-02,河南,2,0,0,540,12,2
2214,2020-02-02,安徽,0,1,0,408,7,0
2215,2020-02-02,山东,2,0,0,245,6,0
2216,2020-02-02,北京,1,0,0,212,21,1
2217,2020-02-02,江苏,1,0,0,271,7,0
2218,2020-02-02,山西,1,0,0,62,1,0
2219,2020-02-02,上海,2,0,0,192,5,1
2220,2020-02-02,新疆,1,0,0,24,0,0
2221,2020-02-02,湖北,39,1,0,11177,262,350
2222,2020-02-02,江西,5,0,0,391,18,0
2223,2020-02-02,湖南,3,0,0,486,15,0
2224,2020-02-02,宁夏,3,0,0,31,0,0
2225,2020-02-02,重庆,0,1,0,296,6,2
2226,2020-02-02,湖南,4,0,0,490,15,0
2227,2020-02-02,广西,1,0,0,127,2,0
2228,2020-02-02,云南,1,0,0,107,3,0
2229,2020-02-02,湖南,17,0,0,507,15,0
2230,2020-02-02,重庆,0,1,0,296,7,2
2231,2020-02-02,山西,3,1,0,65,2,0
2232,2020-02-02,山东,1,0,0,246,6,0
2233,2020-02-02,福建,1,0,0,179,0,0
2234,2020-02-02,吉林,4,0,0,31,1,0
2235,2020-02-02,湖南,13,0,0,520,15,0
2236,2020-02-02,重庆,1,0,0,297,7,2
2237,2020-02-02,云南,2,0,0,109,3,0
2238,2020-02-02,河南,7,3,0,547,15,2
2239,2020-02-02,广东,4,0,0,673,15,0
2240,2020-02-02,重庆,3,0,0,300,7,2
2241,2020-02-02,浙江,0,1,0,724,36,0
2242,2020-02-02,河南,7,1,0,554,16,2
2243,2020-02-02,广东,10,0,0,683,15,0
2244,2020-02-02,湖南,1,1,0,521,16,0
2245,2020-02-02,河南,12,0,0,566,16,2
2246,2020-02-02,贵州,3,0,0,46,2,0
2247,2020-02-03,安徽,8,0,0,416,7,0
2248,2020-02-03,河南,4,0,0,570,16,2
2249,2020-02-03,澳门,2,0,0,10,0,0
2250,2020-02-03,重庆,1,0,0,301,7,2
2251,2020-02-03,安徽,6,0,0,422,7,0
2252,2020-02-03,天津,6,0,0,54,1,0
2253,2020-02-03,陕西,2,0,0,130,0,0
2254,2020-02-03,上海,1,0,0,193,5,1
2255,2020-02-03,广西,1,0,0,128,2,0
2256,2020-02-03,北京,0,11,0,212,32,1
2257,2020-02-03,贵州,4,0,0,50,2,0
2258,2020-02-03,山东,1,0,0,247,6,0
2259,2020-02-03,新疆,1,0,0,25,0,0
2260,2020-02-03,安徽,9,0,0,431,7,0
2261,2020-02-03,河北,1,0,0,114,3,1
2262,2020-02-03,新疆,1,0,0,26,0,0
2263,2020-02-03,北京,1,0,0,213,32,1
2264,2020-02-03,湖南,5,0,0,526,16,0
2265,2020-02-03,江苏,4,0,0,275,7,0
2266,2020-02-03,北京,5,0,0,218,32,1
2267,2020-02-03,湖南,1,0,0,527,16,0
2268,2020-02-03,四川,10,0,0,264,12,1
2269,2020-02-03,河北,1,0,0,115,3,1
2270,2020-02-03,重庆,1,0,0,302,7,2
2271,2020-02-03,海南,1,0,0,70,4,1
2272,2020-02-03,安徽,4,1,0,435,8,0
2273,2020-02-03,安徽,3,2,0,438,10,0
2274,2020-02-03,云南,1,0,0,110,3,0
2275,2020-02-03,四川,2,1,0,266,13,1
2276,2020-02-03,重庆,1,0,0,303,7,2
2277,2020-02-03,北京,1,0,0,219,32,1
2278,2020-02-03,重庆,2,0,0,305,7,2
2279,2020-02-03,海南,1,0,0,71,4,1
2280,2020-02-03,云南,1,0,0,111,3,0
2281,2020-02-03,四川,2,0,0,268,13,1
2282,2020-02-03,重庆,1,1,0,306,8,2
2283,2020-02-03,海南,2,0,0,73,4,1
2284,2020-02-03,广东,6,0,0,689,15,0
2285,2020-02-03,湖北,26,2,3,11203,264,353
2286,2020-02-03,湖北,12,0,0,11215,264,353
2287,2020-02-03,广西,2,0,0,130,2,0
2288,2020-02-03,北京,1,0,0,220,32,1
2289,2020-02-03,重庆,1,0,0,307,8,2
2290,2020-02-03,北京,1,0,0,221,32,1
2291,2020-02-03,广东,3,0,0,692,15,0
2292,2020-02-03,福建,6,0,0,185,0,0
2293,2020-02-03,江西,5,0,0,396,18,0
2294,2020-02-03,辽宁,2,0,0,72,1,0
2295,2020-02-03,安徽,14,0,0,452,10,0
2296,2020-02-03,四川,2,0,0,270,13,1
2297,2020-02-03,江西,7,0,0,403,18,0
2298,2020-02-03,四川,3,0,0,273,13,1
2299,2020-02-03,四川,1,0,0,274,13,1
2300,2020-02-03,广东,27,0,0,719,15,0
2301,2020-02-03,贵州,3,0,0,53,2,0
2302,2020-02-03,广西,0,4,0,130,6,0
2303,2020-02-03,黑龙江,18,0,0,136,2,2
2304,2020-02-03,青海,2,0,0,15,0,0
2305,2020-02-03,北京,3,0,0,224,32,1
2306,2020-02-03,海南,1,0,0,74,4,1
2307,2020-02-03,河北,3,0,0,118,3,1
2308,2020-02-03,陕西,1,0,0,131,0,0
2309,2020-02-03,浙江,13,4,0,737,40,0
2310,2020-02-03,安徽,6,3,0,458,13,0
2311,2020-02-03,天津,1,0,0,55,1,0
2312,2020-02-03,广西,2,0,0,132,6,0
2313,2020-02-03,山东,1,0,0,248,6,0
2314,2020-02-03,河南,2,0,0,572,16,2
2315,2020-02-03,黑龙江,1,0,0,137,2,2
2316,2020-02-03,河北,1,0,0,119,3,1
2317,2020-02-03,湖南,3,1,0,530,17,0
2318,2020-02-03,内蒙古,1,0,0,35,1,0
2319,2020-02-03,浙江,0,1,0,737,41,0
2320,2020-02-03,湖南,3,0,0,533,17,0
2321,2020-02-03,江苏,4,0,0,279,7,0
2322,2020-02-03,安徽,3,0,0,461,13,0
2323,2020-02-03,安徽,1,0,0,462,13,0
2324,2020-02-03,湖北,176,9,2,11391,273,355
2325,2020-02-03,湖北,71,1,0,11462,274,355
2326,2020-02-03,广东,1,0,0,720,15,0
2327,2020-02-03,黑龙江,3,0,0,140,2,2
2328,2020-02-03,江西,2,0,0,405,18,0
2329,2020-02-03,吉林,1,0,0,32,1,0
2330,2020-02-03,山东,3,0,0,251,6,0
2331,2020-02-03,山东,3,0,0,254,6,0
2332,2020-02-03,上海,1,0,0,194,5,1
2333,2020-02-03,浙江,4,0,0,741,41,0
2334,2020-02-03,广东,2,0,0,722,15,0
2335,2020-02-03,河南,4,1,0,576,17,2
2336,2020-02-03,浙江,4,0,0,745,41,0
2337,2020-02-03,山西,1,0,0,66,2,0
2338,2020-02-03,山西,4,0,0,70,2,0
2339,2020-02-03,湖北,55,0,3,11517,274,358
2340,2020-02-03,湖北,114,3,1,11631,277,359
2341,2020-02-03,江西,1,0,0,406,18,0
2342,2020-02-03,江西,14,0,0,420,18,0
2343,2020-02-03,重庆,2,0,0,309,8,2
2344,2020-02-03,河南,1,0,0,577,17,2
2345,2020-02-03,重庆,1,0,0,310,8,2
2346,2020-02-03,云南,2,0,0,113,3,0
2347,2020-02-03,甘肃,2,0,0,53,3,0
2348,2020-02-03,江苏,3,0,0,282,7,0
2349,2020-02-03,重庆,1,0,0,311,8,2
2350,2020-02-03,吉林,3,0,0,35,1,0
2351,2020-02-03,山东,1,0,0,255,6,0
2352,2020-02-03,山东,3,1,0,258,7,0
2353,2020-02-03,广西,1,0,0,133,6,0
2354,2020-02-03,安徽,10,0,0,472,13,0
2355,2020-02-03,福建,1,0,0,186,0,0
2356,2020-02-03,湖南,5,1,0,538,18,0
2357,2020-02-03,四川,2,0,0,276,13,1
2358,2020-02-03,河南,5,1,0,582,18,2
2359,2020-02-03,河南,3,0,0,585,18,2
2360,2020-02-03,广东,1,0,0,723,15,0
2361,2020-02-03,四川,2,0,0,278,13,1
2362,2020-02-03,广东,2,0,0,725,15,0
2363,2020-02-03,上海,1,0,0,195,5,1
2364,2020-02-03,重庆,1,0,0,312,8,2
2365,2020-02-03,江西,18,0,0,438,18,0
2366,2020-02-03,四川,1,0,0,279,13,1
2367,2020-02-03,江苏,4,0,0,286,7,0
2368,2020-02-03,天津,1,0,0,56,1,0
2369,2020-02-03,广西,5,0,0,138,6,0
2370,2020-02-03,江苏,3,0,0,289,7,0
2371,2020-02-03,河南,15,0,0,600,18,2
2372,2020-02-03,四川,3,0,0,282,13,1
2373,2020-02-03,浙江,27,0,0,772,41,0
2374,2020-02-03,天津,1,0,0,57,1,0
2375,2020-02-03,重庆,2,0,0,314,8,2
2376,2020-02-03,河南,9,0,0,609,18,2
2377,2020-02-03,江西,2,0,0,440,18,0
2378,2020-02-03,福建,3,1,0,189,1,0
2379,2020-02-03,河南,1,0,0,610,18,2
2380,2020-02-03,上海,1,0,0,196,5,1
2381,2020-02-03,上海,2,0,0,198,5,1
2382,2020-02-03,黑龙江,1,0,0,141,2,2
2383,2020-02-03,黑龙江,3,0,0,144,2,2
2384,2020-02-03,重庆,5,0,0,319,8,2
2385,2020-02-03,湖北,9,0,0,11640,277,359
2386,2020-02-03,贵州,1,0,0,54,2,0
2387,2020-02-03,贵州,1,0,0,55,2,0
2388,2020-02-03,广西,1,0,0,139,6,0
2389,2020-02-03,山东,4,0,0,262,7,0
2390,2020-02-03,广东,2,0,0,727,15,0
2391,2020-02-03,云南,2,0,0,115,3,0
2392,2020-02-03,福建,4,0,0,193,1,0
2393,2020-02-03,山东,2,0,0,264,7,0
2394,2020-02-03,重庆,3,0,0,322,8,2
2395,2020-02-03,海南,1,0,0,75,4,1
2396,2020-02-03,福建,1,0,0,194,1,0
2397,2020-02-03,广东,1,0,0,728,15,0
2398,2020-02-03,陕西,3,0,0,134,0,0
2399,2020-02-03,河南,10,0,0,620,18,2
2400,2020-02-03,江西,18,0,0,458,18,0
2401,2020-02-03,广东,1,0,0,729,15,0
2402,2020-02-03,湖南,4,0,0,542,18,0
2403,2020-02-03,浙江,0,1,0,772,42,0
2404,2020-02-03,广东,43,5,0,772,20,0
2405,2020-02-03,湖北,3,0,0,11643,277,359
2406,2020-02-03,辽宁,2,0,0,74,1,0
2407,2020-02-03,湖北,35,4,0,11678,281,359
2408,2020-02-03,河北,5,0,0,124,3,1
2409,2020-02-03,北京,1,0,0,225,32,1
2410,2020-02-03,重庆,2,0,0,324,8,2
2411,2020-02-03,宁夏,1,0,0,32,0,0
2412,2020-02-03,黑龙江,5,0,0,149,2,2
2413,2020-02-03,吉林,5,0,0,40,1,0
2414,2020-02-03,江苏,8,0,0,297,7,0
2415,2020-02-03,黑龙江,6,0,0,155,2,2
2416,2020-02-03,湖北,183,0,1,11861,281,360
2417,2020-02-03,四川,0,1,0,282,14,1
2418,2020-02-03,浙江,6,4,0,778,46,0
2419,2020-02-03,山东,1,0,0,265,7,0
2420,2020-02-03,江苏,2,0,0,299,7,0
2421,2020-02-03,湖北,2,0,0,11863,281,360
2422,2020-02-03,甘肃,2,0,0,55,3,0
2423,2020-02-03,安徽,1,1,0,473,14,0
2424,2020-02-03,重庆,1,0,0,325,8,2
2425,2020-02-03,上海,3,0,0,201,5,1
2426,2020-02-03,天津,2,0,0,59,1,0
2427,2020-02-03,北京,1,0,0,226,32,1
2428,2020-02-03,海南,3,0,0,78,4,1
2429,2020-02-03,重庆,7,0,0,332,8,2
2430,2020-02-03,浙江,49,2,0,827,48,0
2431,2020-02-03,云南,1,0,0,116,3,0
2432,2020-02-03,新疆,2,0,0,28,0,0
2433,2020-02-03,重庆,0,1,0,332,9,2
2434,2020-02-03,江苏,2,1,0,301,8,0
2435,2020-02-03,安徽,5,0,0,478,14,0
2436,2020-02-03,广西,0,1,0,139,7,0
2437,2020-02-03,湖北,1242,79,48,13105,360,408
2438,2020-02-03,陕西,5,1,0,139,1,0
2439,2020-02-03,北京,2,0,0,228,32,1
2440,2020-02-03,天津,1,0,0,60,1,0
2441,2020-02-03,云南,0,1,0,116,4,0
2442,2020-02-03,湖北,19,0,0,13124,360,408
2443,2020-02-03,湖北,52,0,0,13176,360,408
2444,2020-02-03,陕西,3,0,0,142,1,0
2445,2020-02-03,湖南,2,0,0,544,18,0
2446,2020-02-03,湖北,84,0,1,13260,360,409
2447,2020-02-03,湖北,202,2,3,13462,362,412
2448,2020-02-03,河南,6,0,0,626,18,2
2449,2020-02-03,江西,9,0,0,467,18,0
2450,2020-02-03,河南,13,0,0,639,18,2
2451,2020-02-03,河北,2,0,0,126,3,1
2452,2020-02-03,江苏,1,0,0,302,8,0
2453,2020-02-03,安徽,2,0,0,480,14,0
2454,2020-02-03,上海,4,0,0,205,5,1
2455,2020-02-03,江苏,3,0,0,305,8,0
2456,2020-02-03,河南,4,0,0,643,18,2
2457,2020-02-03,山东,4,0,0,269,7,0
2458,2020-02-03,吉林,1,0,0,41,1,0
2459,2020-02-03,江苏,1,0,0,306,8,0
2460,2020-02-03,广东,2,0,0,774,20,0
2461,2020-02-03,上海,1,0,0,206,5,1
2462,2020-02-03,新疆,1,0,0,29,0,0
2463,2020-02-03,湖北,60,1,2,13522,363,414
2464,2020-02-03,江西,9,1,0,476,19,0
2465,2020-02-03,湖南,5,1,0,549,19,0
2466,2020-02-03,宁夏,1,1,0,33,1,0
2467,2020-02-03,湖南,0,3,0,549,22,0
2468,2020-02-03,重庆,4,0,0,336,9,2
2469,2020-02-03,云南,0,1,0,116,5,0
2470,2020-02-03,湖南,13,0,0,562,22,0
2471,2020-02-03,山西,3,0,0,73,2,0
2472,2020-02-03,山东,1,0,0,270,7,0
2473,2020-02-03,广东,1,0,0,775,20,0
2474,2020-02-03,吉林,1,0,0,42,1,0
2475,2020-02-03,上海,1,0,0,207,5,1
2476,2020-02-03,湖南,23,0,0,585,22,0
2477,2020-02-03,重庆,1,0,0,337,9,2
2478,2020-02-03,云南,1,0,0,117,5,0
2479,2020-02-03,广东,3,0,0,778,20,0
2480,2020-02-03,江苏,2,0,0,308,8,0
2481,2020-02-03,河南,13,0,0,656,18,2
2482,2020-02-03,广东,6,0,0,784,20,0
2483,2020-02-03,宁夏,1,0,0,34,1,0
2484,2020-02-03,河南,5,0,0,661,18,2
2485,2020-02-03,广东,13,0,0,797,20,0
2486,2020-02-03,湖南,8,0,0,593,22,0
2487,2020-02-03,河南,14,0,0,675,18,2
2488,2020-02-03,贵州,1,0,0,56,2,0
2489,2020-02-04,陕西,2,0,0,144,1,0
2490,2020-02-04,安徽,1,3,0,481,17,0
2491,2020-02-04,贵州,1,0,0,57,2,0
2492,2020-02-04,河南,2,1,0,677,19,2
2493,2020-02-04,内蒙古,1,0,0,36,1,0
2494,2020-02-04,四川,3,0,0,285,14,1
2495,2020-02-04,安徽,5,0,0,486,17,0
2496,2020-02-04,内蒙古,1,0,0,37,1,0
2497,2020-02-04,天津,2,0,0,62,1,0
2498,2020-02-04,上海,1,0,0,208,5,1
2499,2020-02-04,河北,4,0,0,130,3,1
2500,2020-02-04,海南,2,0,0,80,4,1
2501,2020-02-04,广西,2,2,0,141,9,0
2502,2020-02-04,北京,0,1,0,228,33,1
2503,2020-02-04,贵州,3,0,0,60,2,0
2504,2020-02-04,山东,0,2,0,270,9,0
2505,2020-02-04,安徽,10,0,0,496,17,0
2506,2020-02-04,新疆,1,0,0,30,0,0
2507,2020-02-04,北京,1,0,0,229,33,1
2508,2020-02-04,湖南,6,3,0,599,25,0
2509,2020-02-04,江苏,5,2,0,313,10,0
2510,2020-02-04,北京,7,0,0,236,33,1
2511,2020-02-04,湖南,2,0,0,601,25,0
2512,2020-02-04,四川,5,7,0,290,21,1
2513,2020-02-04,河北,1,0,0,131,3,1
2514,2020-02-04,海南,1,0,0,81,4,1
2515,2020-02-04,安徽,1,0,0,497,17,0
2516,2020-02-04,内蒙古,1,0,0,38,1,0
2517,2020-02-04,上海,1,0,0,209,5,1
2518,2020-02-04,云南,1,0,0,118,5,0
2519,2020-02-04,四川,4,0,0,294,21,1
2520,2020-02-04,辽宁,1,1,0,75,2,0
2521,2020-02-04,重庆,2,0,0,339,9,2
2522,2020-02-04,北京,4,0,0,240,33,1
2523,2020-02-04,海南,1,0,0,82,4,1
2524,2020-02-04,广东,7,0,0,804,20,0
2525,2020-02-04,内蒙古,2,0,0,40,1,0
2526,2020-02-04,湖北,50,2,0,13572,365,414
2527,2020-02-04,湖北,15,1,0,13587,366,414
2528,2020-02-04,广西,2,0,0,143,9,0
2529,2020-02-04,北京,6,0,0,246,33,1
2530,2020-02-04,北京,2,0,0,248,33,1
2531,2020-02-04,重庆,0,1,0,339,10,2
2532,2020-02-04,上海,1,0,0,210,5,1
2533,2020-02-04,广东,3,0,0,807,20,0
2534,2020-02-04,重庆,1,0,0,340,10,2
2535,2020-02-04,福建,2,2,0,196,3,0
2536,2020-02-04,江西,10,1,0,486,20,0
2537,2020-02-04,辽宁,2,0,0,77,2,0
2538,2020-02-04,安徽,5,3,0,502,20,0
2539,2020-02-04,四川,2,0,0,296,21,1
2540,2020-02-04,江西,6,0,0,492,20,0
2541,2020-02-04,重庆,1,0,0,341,10,2
2542,2020-02-04,广东,21,4,0,828,24,0
2543,2020-02-04,贵州,2,0,0,62,2,0
2544,2020-02-04,广西,2,0,0,145,9,0
2545,2020-02-04,黑龙江,10,2,0,165,4,2
2546,2020-02-04,海南,2,0,0,84,4,1
2547,2020-02-04,陕西,3,0,0,147,1,0
2548,2020-02-04,浙江,9,1,0,836,49,0
2549,2020-02-04,安徽,12,0,0,514,20,0
2550,2020-02-04,天津,1,0,0,63,1,0
2551,2020-02-04,天津,1,0,0,64,1,0
2552,2020-02-04,广西,1,0,0,146,9,0
2553,2020-02-04,天津,1,1,0,65,2,0
2554,2020-02-04,天津,1,0,0,66,2,0
2555,2020-02-04,山东,2,0,0,272,9,0
2556,2020-02-04,湖南,4,1,0,605,26,0
2557,2020-02-04,内蒙古,1,0,0,41,1,0
2558,2020-02-04,辽宁,1,0,0,78,2,0
2559,2020-02-04,湖南,0,1,0,605,27,0
2560,2020-02-04,北京,1,0,0,249,33,1
2561,2020-02-04,江苏,4,0,0,317,10,0
2562,2020-02-04,安徽,3,0,0,517,20,0
2563,2020-02-04,安徽,4,0,0,521,20,0
2564,2020-02-04,湖北,223,11,6,13810,377,420
2565,2020-02-04,湖北,104,8,0,13914,385,420
2566,2020-02-04,广东,2,0,0,830,24,0
2567,2020-02-04,黑龙江,3,0,0,168,4,2
2568,2020-02-04,山东,4,0,0,276,9,0
2569,2020-02-04,山东,2,2,0,278,11,0
2570,2020-02-04,浙江,4,0,0,840,49,0
2571,2020-02-04,广东,1,0,0,831,24,0
2572,2020-02-04,河南,3,0,0,680,19,2
2573,2020-02-04,浙江,4,0,0,844,49,0
2574,2020-02-04,上海,1,0,0,211,5,1
2575,2020-02-04,天津,1,0,0,67,2,0
2576,2020-02-04,山西,2,2,0,75,4,0
2577,2020-02-04,湖北,22,10,2,13936,395,422
2578,2020-02-04,湖北,100,3,2,14036,398,424
2579,2020-02-04,上海,3,0,0,214,5,1
2580,2020-02-04,江西,8,0,0,500,20,0
2581,2020-02-04,重庆,4,0,0,345,10,2
2582,2020-02-04,河南,5,0,0,685,19,2
2583,2020-02-04,甘肃,2,1,0,57,4,0
2584,2020-02-04,河北,1,0,0,132,3,1
2585,2020-02-04,江苏,3,0,0,320,10,0
2586,2020-02-04,四川,1,0,0,297,21,1
2587,2020-02-04,重庆,1,0,0,346,10,2
2588,2020-02-04,山东,2,0,0,280,11,0
2589,2020-02-04,海南,1,0,0,85,4,1
2590,2020-02-04,山东,3,0,0,283,11,0
2591,2020-02-04,广西,2,1,0,148,10,0
2592,2020-02-04,安徽,4,0,0,525,20,0
2593,2020-02-04,湖南,5,1,0,610,28,0
2594,2020-02-04,四川,1,0,0,298,21,1
2595,2020-02-04,河南,5,0,0,690,19,2
2596,2020-02-04,河南,1,0,0,691,19,2
2597,2020-02-04,安徽,2,0,0,527,20,0
2598,2020-02-04,广东,1,0,0,832,24,0
2599,2020-02-04,四川,0,1,0,298,22,1
2600,2020-02-04,广东,1,0,0,833,24,0
2601,2020-02-04,四川,0,1,0,298,23,1
2602,2020-02-04,上海,1,0,0,215,5,1
2603,2020-02-04,黑龙江,1,0,0,169,4,2
2604,2020-02-04,重庆,1,0,0,347,10,2
2605,2020-02-04,江西,13,3,0,513,23,0
2606,2020-02-04,四川,1,0,0,299,23,1
2607,2020-02-04,江苏,3,2,0,323,12,0
2608,2020-02-04,广西,1,0,0,149,10,0
2609,2020-02-04,福建,1,0,0,197,3,0
2610,2020-02-04,江苏,3,0,0,326,12,0
2611,2020-02-04,河南,8,0,0,699,19,2
2612,2020-02-04,浙江,18,3,0,862,52,0
2613,2020-02-04,福建,2,1,0,199,4,0
2614,2020-02-04,四川,1,0,0,300,23,1
2615,2020-02-04,河南,6,0,0,705,19,2
2616,2020-02-04,江西,2,0,0,515,23,0
2617,2020-02-04,福建,1,0,0,200,4,0
2618,2020-02-04,上海,5,0,0,220,5,1
2619,2020-02-04,黑龙江,1,0,0,170,4,2
2620,2020-02-04,黑龙江,14,0,0,184,4,2
2621,2020-02-04,重庆,2,0,0,349,10,2
2622,2020-02-04,湖北,10,0,0,14046,398,424
2623,2020-02-04,贵州,1,0,0,63,2,0
2624,2020-02-04,贵州,0,3,0,63,5,0
2625,2020-02-04,贵州,1,0,0,64,5,0
2626,2020-02-04,广西,1,0,0,150,10,0
2627,2020-02-04,河北,1,0,0,133,3,1
2628,2020-02-04,山东,5,2,0,288,13,0
2629,2020-02-04,上海,2,0,0,222,5,1
2630,2020-02-04,广东,2,0,0,835,24,0
2631,2020-02-04,云南,2,0,0,120,5,0
2632,2020-02-04,福建,2,3,0,202,7,0
2633,2020-02-04,重庆,1,0,0,350,10,2
2634,2020-02-04,海南,4,0,0,89,4,1
2635,2020-02-04,福建,1,0,0,203,7,0
2636,2020-02-04,广东,2,3,0,837,27,0
2637,2020-02-04,陕西,1,0,0,148,1,0
2638,2020-02-04,河南,1,1,0,706,20,2
2639,2020-02-04,江西,19,1,0,534,24,0
2640,2020-02-04,广东,0,1,0,837,28,0
2641,2020-02-04,湖南,13,1,0,623,29,0
2642,2020-02-04,广东,20,3,0,857,31,0
2643,2020-02-04,辽宁,3,0,0,81,2,0
2644,2020-02-04,湖北,27,3,0,14073,401,424
2645,2020-02-04,河北,0,1,0,133,4,1
2646,2020-02-04,北京,1,0,0,250,33,1
2647,2020-02-04,黑龙江,4,0,0,188,4,2
2648,2020-02-04,北京,1,0,0,251,33,1
2649,2020-02-04,山西,1,0,0,76,4,0
2650,2020-02-04,吉林,2,0,0,44,1,0
2651,2020-02-04,上海,2,0,0,224,5,1
2652,2020-02-04,江苏,3,0,0,329,12,0
2653,2020-02-04,黑龙江,2,0,0,190,4,2
2654,2020-02-04,湖北,65,6,2,14138,407,426
2655,2020-02-04,台湾,1,0,0,11,0,0
2656,2020-02-04,浙江,7,0,0,869,52,0
2657,2020-02-04,山西,3,0,0,79,4,0
2658,2020-02-04,山东,2,0,0,290,13,0
2659,2020-02-04,江苏,3,1,0,332,13,0
2660,2020-02-04,河北,1,0,0,134,4,1
2661,2020-02-04,湖北,11,0,0,14149,407,426
2662,2020-02-04,重庆,3,0,0,353,10,2
2663,2020-02-04,上海,5,0,0,229,5,1
2664,2020-02-04,北京,1,0,0,252,33,1
2665,2020-02-04,重庆,9,1,0,362,11,2
2666,2020-02-04,山东,2,0,0,292,13,0
2667,2020-02-04,山东,3,0,0,295,13,0
2668,2020-02-04,陕西,3,0,0,151,1,0
2669,2020-02-04,浙江,24,11,0,893,63,0
2670,2020-02-04,内蒙古,1,0,0,42,1,0
2671,2020-02-04,重庆,1,0,0,363,11,2
2672,2020-02-04,重庆,0,1,0,363,12,2
2673,2020-02-04,江苏,1,0,0,333,13,0
2674,2020-02-04,安徽,2,0,0,529,20,0
2675,2020-02-04,湖北,1967,65,49,16116,472,475
2676,2020-02-04,陕西,10,1,0,161,2,0
2677,2020-02-04,北京,1,0,0,253,33,1
2678,2020-02-04,青海,2,0,0,17,0,0
2679,2020-02-04,云南,1,0,0,121,5,0
2680,2020-02-04,湖北,37,0,1,16153,472,476
2681,2020-02-04,湖北,36,1,0,16189,473,476
2682,2020-02-04,陕西,4,0,0,165,2,0
2683,2020-02-04,香港,3,0,1,18,0,1
2684,2020-02-04,湖南,2,1,0,625,30,0
2685,2020-02-04,湖南,1,0,0,626,30,0
2686,2020-02-04,湖北,103,6,1,16292,479,477
2687,2020-02-04,湖北,342,2,1,16634,481,478
2688,2020-02-04,河南,6,2,0,712,22,2
2689,2020-02-04,江西,10,1,0,544,25,0
2690,2020-02-04,河南,26,1,0,738,23,2
2691,2020-02-04,江苏,1,0,0,334,13,0
2692,2020-02-04,安徽,1,0,0,530,20,0
2693,2020-02-04,上海,1,0,0,230,5,1
2694,2020-02-04,江苏,6,0,0,340,13,0
2695,2020-02-04,河南,5,0,0,743,23,2
2696,2020-02-04,四川,1,0,0,301,23,1
2697,2020-02-04,上海,1,0,0,231,5,1
2698,2020-02-04,新疆,2,0,0,32,0,0
2699,2020-02-04,湖北,44,7,1,16678,488,479
2700,2020-02-04,江西,3,2,0,547,27,0
2701,2020-02-04,湖南,5,0,0,631,30,0
2702,2020-02-04,江西,1,0,0,548,27,0
2703,2020-02-04,湖南,4,0,0,635,30,0
2704,2020-02-04,重庆,3,0,0,366,12,2
2705,2020-02-04,湖南,6,0,0,641,30,0
2706,2020-02-04,重庆,0,1,0,366,13,2
2707,2020-02-04,山西,1,0,0,80,4,0
2708,2020-02-04,山东,1,0,0,296,13,0
2709,2020-02-04,广东,3,0,0,860,31,0
2710,2020-02-04,河北,1,0,0,135,4,1
2711,2020-02-04,福建,2,0,0,205,7,0
2712,2020-02-04,吉林,10,0,0,54,1,0
2713,2020-02-04,上海,1,0,0,232,5,1
2714,2020-02-04,湖南,16,4,0,657,34,0
2715,2020-02-04,云南,1,0,0,122,5,0
2716,2020-02-04,广东,1,0,0,861,31,0
2717,2020-02-04,江苏,1,0,0,341,13,0
2718,2020-02-04,河南,7,5,0,750,28,2
2719,2020-02-04,广东,4,2,0,865,33,0
2720,2020-02-04,重庆,0,1,0,366,14,2
2721,2020-02-04,河南,4,0,0,754,28,2
2722,2020-02-04,广东,5,0,0,870,33,0
2723,2020-02-04,湖南,4,1,0,661,35,0
2724,2020-02-04,河南,10,0,0,764,28,2
2725,2020-02-04,山东,2,0,0,298,13,0
2726,2020-02-05,陕西,2,1,0,167,3,0
2727,2020-02-05,安徽,4,0,0,534,20,0
